rawData	tokens	sentiment	Category
Will Russia invade Ukraine? Probably.	russia invade ukraine probably	0.0	Neutral
Will Russia invade Ukraine? | 7.30 https://t.co/IpsYyvIXRs https://t.co/6a6TWXidu3	russia invade ukraine	0.0	Neutral
Will Russia invade? And at what cost? One of the largest Ukrainian communities in America watches fearfully. https://t.co/EJgE9MNVl1	russia invade cost one largest ukrainian community america watch fearfully	-0.4939	Neutral
Will Ukraine be a proxy war between US/NATO and Russia? Or will US/NATO go to war alongside Ukraine with Russia?	ukraine proxy war usnato russia usnato go war alongside ukraine russia	-0.8316	Negative
Will Ukraine be a proxy war between US/NATO and Russia? Or will US/NATO go to war alongside Ukraine with Russia?	ukraine proxy war usnato russia usnato go war alongside ukraine russia	-0.8316	Negative
Will Viktor Orban elect to become a Great Man of history
Will We Have War In Ukraine? Pres. Biden Considers Sending Troops https://t.co/ZRF9zSgGot	war ukraine pres biden considers sending troop	-0.5994	Negative
Will Xi stop the war in #Ukraine ?: https://t.co/UlmP01xgcO	xi stop war ukraine	-0.7269	Negative
Will any country come to the aid of Ukraine?	country come aid ukraine	0.0	Neutral
Will kamala stop the Russian invasion over the Ukraine border?Will she be bringing illegals in darkness of the night
Will man wirklich warten bis Putin wieder einmal ein Verkehrsflugzeug herunterholen lässt? #StopPutinAtWar #StandWithUkraine	man wirklich warten bi putin wieder einmal ein verkehrsflugzeug herunterholen lsst stopputinatwar standwithukraine	0.0	Neutral
Will someone have the testicular fortitude to get troops and equipment to Ukraine now
Will the #US
Will the Russian troops who have been ordered into the Donbas region stop at the de facto border of the rebel held territory
Will the UK go to war with Russia if Putin invades Ukraine? https://t.co/82O6INBXHE	uk go war russia putin invades ukraine	-0.5994	Negative
Will the US defend Ukraine? It's not in NATO but the US wants to control Russian influence so idk.	u defend ukraine nato u want control influence idk	-0.3181	Neutral
Will the discourse surrounding a potential increase in Defence spending and Russian aggression towards Ukraine is the East initiate a debate re Irish Nato membership?	discourse surrounding potential increase defence spending aggression towards ukraine east initiate debate irish nato membership	0.128	Neutral
Will there also be sanctions against #Belarus for assisting #Russia in their invasion? 🤔 reports suggest that Russian forces also entered Ukraine from Belarus border. Thoughts @PhilipIngMBE ? https://t.co/YGyleWE1kd	also sanction belarus assisting russia invasion report suggest force also entered ukraine belarus border thought	0.0	Neutral
Will there be a war over Ukraine from Feb 16? Story so far of Russia-West stand-off  
Will there be an imminent global war because of Ukraine?  Your analysis is important.	imminent global war ukraine analysis important	-0.4767	Neutral
Will there be martial law tomorrow? This is a strong sign that the war is going very badly for Russia in Ukraine. How many soldiers do they need to take over ukraine?	martial law tomorrow strong sign war going badly russia ukraine many soldier take ukraine	-0.6115	Negative
Will war come to Ukraine tomorrow.	war come ukraine tomorrow	-0.5994	Negative
Will you continue to parade around in front of reporters
Wish no war.   We’re clever. #Ukraine #Taiwan	wish war clever ukraine taiwan	-0.1027	Neutral
With 100
With 100
With 100
With @rwdburley
With Belarus firmly in his pocket
With Biden in the White House
With China joining Russia in opposing the expansion of NATO may be a game changer on the Ukraine issue.	china joining russia opposing expansion nato may game changer ukraine issue	0.0	Neutral
With Low-Tech
With NATO alliance an attack on a member country is an attack on ALL member countries. I also know Ukraine's not a NATO member in part because NATO drags their feet to placate Putin's insecurities. But
With National Security Advisor @JakeSullivan46 advising US citizens to leave Ukraine immediately b/c Russia could invade at any moment
With Putin
With Russia growling on the border of Ukraine and invasion a possibility
With Russia placing troops on the Ukrainian border and especially with Belarus having Russian forces on their Ukrainian border too
With Russia putting so much effort into the Ukraine I could see their eastern border with China being very weak and opportunity for China to grab a lot of land just like Russia trying to grab Ukraine	russia putting much effort ukraine see eastern border china weak opportunity china grab lot land like russia trying grab ukraine	0.3336	Neutral
With Russia saying they fear Ukraine joining NATO
With Russian mobile artillery stacked up on Ukraine's border
With Russian soldiers mounting on their doorstep
With Russian troops in Syria
With Russian troops launching an offensive against #Ukraine
With Russian troops massed at the border
With Russian troops massed at the border
With Russian troops massed on the border with Ukraine
With Russian troops poised on the border with Ukraine
With Russian troops poised on the border with Ukraine
With Russian troops poised on the border with Ukraine
With Russian troops poised on the border with Ukraine
With Russian troops poised on the border with Ukraine
With Russian troops poised on the border with Ukraine
With Russian troops poised on the border with Ukraine
With Russian troops rolling through the Chernobyl exclusion zone in Ukraine
With Russian troops rolling through the Chernobyl exclusion zone in Ukraine
With Russian troops rolling through the Chernobyl exclusion zone in Ukraine
With Ukraine Russia border tensing up &amp; all this talk of World War 3
With Ukraine we seem to be forgetting agreements that NATO made with the unification of Germany. Hoping it would make sense to recognise a degree of neutrality with both Russia and NATO assisting the Ukraine equally. Of course Russia feels threatened so it needs a rethink! https://t.co/ARxC55uhxN	ukraine seem forgetting agreement nato made unification germany hoping make sense recognise degree neutrality russia nato assisting ukraine equally course russia feel threatened need rethink	0.2263	Neutral
With ads like this one
With all due respect to the fine people of Finland but after seeing what's happened to Ukraine right now I'd be very very nervous.	due respect fine people finland seeing whats happened ukraine right id nervous	-0.2633	Neutral
With all that’s happening in Ukraine
With all the Pushback thats currently happening worldwide aswell as the pressure and heat up from Nato in and around #Ukraine
With all the sabre rattling about #Ukraine
With all this noise about Ukraine 🇺🇦 do you really believe Russia 🇷🇺 is going to invade it shortly? I don’t.	noise ukraine really believe russia going invade shortly dont	0.0	Neutral
With around 100
With at least 100
With diplomacy stalled and troops building up
With everyone watching the Russia/Ukraine border what isn’t being mentioned that I think more to ponder is the ccp and the Taiwan entity immediately coming to forefront as soon as the Olympics are over. Just sayin	everyone watching russiaukraine border isnt mentioned think ponder ccp taiwan entity immediately coming forefront soon olympics sayin	0.0	Neutral
With intensifying urgency
With its forces amassed at all three sides of Ukrainian border and prepared to launch an all-out attack
With more than 135
With news of Russia massing more than 100
With over 100
With over a year of ignoring the crisis on our southern border
With regard to the Russian invasion of Ukraine
With regard to the situation concerning Ukraine
With regards to the Russian invasion of Ukraine
With support
With tens of thousands of #Russian troops massed near the #Ukrainian border
With tension high after #Russia amassed troops at its border with #Ukraine
With tensions between Ukraine
With tensions rising on the Russian border with Ukraine
With the Kremlin massing troops near the border with Ukraine again
With the Russia threatening to invade Ukraine
With the Russian invasion of Ukraine
With the Russians not advancing as fast as expected
With the US’s Chart ruler Jupiter entering Aries right as Pluto makes its third and final hit during its return (12/28/22)
With the build-up on #Ukraine's border
With the fate of #Ukraine and potentially broader post-Cold War European stability at stake
With the fate of Ukraine and potentially broader post-Cold War European stability at stake
With the fate of Ukraine and potentially broader post-Cold War European stability at stake
With the risk of war looming larger
With the risk of war looming larger
With the risk of war looming larger
With the risk of war looming larger
With the risk of war looming larger
With the situation in the Ukraine NATO countries must put themselves on a war footing as the crisis grows more intense. If NATO plans on stopping Putin's invasion now is the time to be ready the moment Putin gives the signal. Rapid reaction is necessary. Not days but hours.	situation ukraine nato country put war footing crisis grows intense nato plan stopping putin invasion time ready moment putin give signal rapid reaction necessary day hour	-0.5029	Negative
With the threat of war in Ukraine it is crucial that we find out what cafe and gym owners think. We need to know!	threat war ukraine crucial find cafe gym owner think know	-0.8074	Negative
With the war in Ukraine
With the world watching to see if Russian President Vladimir Putin will roll tanks across the border
With the world's eyes on #Ukraine
With these talks near Belarus
With this mindset
With two million illegals crossing our Southern border we better damn well not be getting in a war with Ukraine ...will not tolerate! https://t.co/7a4GLxpFks	two million illegals crossing southern border better damn well getting war ukraine tolerate	-0.3818	Neutral
With war clouds hovering over #Ukraine
With war looking increasingly likely
With what is happening in Ukraine
With what’s happening on the border of Ukraine…I can’t help but recall how Trump wanted to remove all our military from Germany. And guess who would benefit from that? Everything Trump did was in Russia’s interest. #NATO https://t.co/nCixWneI2w	whats happening border ukrainei cant help recall trump wanted remove military germany guess benefit everything trump russia interest nato	0.8111	Positive
With 🇨🇦 Defence Minister @AnitaAnandMP to discuss and continue to work together on  current security matters. #WeAreNATO #Ukraine @CanadaNATO @CanadaLatvia @LV_Canada @eFPBGLatvia @NATO  @Latvian_MFA https://t.co/VOgG1DcuTE	defence minister discus continue work together current security matter wearenato ukraine	0.4404	Neutral
Withdraw Your Troops From Ukraine
Withdraw from their own country
Withdraw your troops from Ukraine
Withdraw your troops from Ukraine- FG tells Russia	withdraw troop ukraine fg tell russia	0.0	Neutral
Withdraw your troops from Ukraine- FG tells Russia https://t.co/Ktwg3e62UI	withdraw troop ukraine fg tell russia	0.0	Neutral
Withdrawal of some Russian troops; Hopes for easing tensions on Ukraine border https://t.co/B2bRns9V2Q	withdrawal troop hope easing tension ukraine border	0.296	Neutral
Within hrs of Ru troops being given orders to go into eastern Ukraine on Tuesday
Within its current borders
Within the first week of the Russia-Ukraine war
Without Russian support Syria's bloody dictator Assad would have lost the war from rebel factions.	without support syria bloody dictator assad lost war rebel faction	-0.8992	Negative
Without losing face
Witnessing so many Western (non-EU) photographers just drop into the Poland-Ukraine border to tell stories and make a quick buck and for some fame x_x. I hope they are sensitive towards the situation.	witnessing many western noneu photographer drop polandukraine border tell story make quick buck fame xx hope sensitive towards situation	0.5719	Positive
Wojna przenosi się również do produktów konsumenckich. Oto
Woke up anxious about Ukraine.	woke anxious ukraine	-0.25	Neutral
Woman Takes Stranger’s Children To Safety At Ukraine Border https://t.co/pd5An6tPyh	woman take stranger child safety ukraine border	0.4215	Neutral
Won't matter a damn to Ukraine if Russia goes for the jugular. Unless NATO countries - individually or as a coalition - send a significant deterrence package into Ukraine asap
Wonder if Reps. Massie
Wonder what these #NATO shills are going to be saying once #Russia and #Belarus finish their military exercises and all the troops go home. They’re gonna look like complete idiots who tried to fool the world #WW3 was imminent...  #GMB #RussiaUkraine #RussiaUkraineCrisis #Ukraine https://t.co/WmHKwKWqNC	wonder nato shill going saying russia belarus finish military exercise troop go home theyre gonna look like complete idiot tried fool world ww imminent gmb russiaukraine russiaukrainecrisis ukraine	-0.1027	Neutral
Wonderful how you can sit on an island that has no border and say that those who are refugees should stay close to the border they are fleeing from?	wonderful sit island border say refugee stay close border fleeing	0.3612	Neutral
Wonderful to see the octagon tower of @Ely_Cathedral in my home town lit up in the colours of #Ukraine this evening	wonderful see octagon tower home town lit colour ukraine evening	0.5719	Positive
Word is Ukraine is stepping up their attacks on the Donbas area. Don't be surprised if Russian troops arrive. Then listen to the West scream about a Russian invasion. Somebody has to protect those civilians. It's an absolute travesty what is going on. 🙄	word ukraine stepping attack donbas area dont surprised troop arrive listen west scream invasion somebody protect civilian absolute travesty going	-0.8109	Negative
Word is War is upon us	word war upon u	-0.5994	Negative
Words are dangerous.  Gordon Brown rightly has stated not to give Putin an inch. Dominic Raab for his part
Words are good. Actions would be better.	word good action better	0.7003	Positive
Working class voters - defined by income or education - are overwhelmingly less supportive of sanctions on Russia as well as Ukraine joining NATO https://t.co/Pw9f0La1TL	working class voter defined income education overwhelmingly le supportive sanction russia well ukraine joining nato	0.3626	Neutral
Working on something big
World Central Kitchen on Ukraine border to feed refugees https://t.co/VkdLynhcgl via @YouTube	world central kitchen ukraine border feed refugee via	0.0	Neutral
World War - III is Cyberwarand it has begun! Technology has altered the playbook of warfare; now it’s a war without bullets. Planting misinformation could be the next phase. Read on to find out more: https://t.co/U68RrefviF	world war iii cyberwarand begun technology altered playbook warfare war without bullet planting misinformation next phase read find	-0.8417	Negative
World War 3 TRENDS As Biden Prepares 50k Troop Deployment Over Ukraine
World War 3 about to erupt shots fired at Ukraine i repeat https://t.co/80sdpcIL9a	world war erupt shot fired ukraine repeat	-0.8176	Negative
World War 3 began the moment Russia invaded Ukraine. Today
World War 3 fears grow as Europe is ‘closest to armed conflict in 30 years’ over Ukraine crisis https://t.co/3CCJX6LURs	world war fear grow europe closest armed conflict year ukraine crisis	-0.9201	Negative
World War 3 fears grow as Europe is ‘closest to armed conflict in 30 years’ over Ukraine crisis https://t.co/3D24zuYLtk	world war fear grow europe closest armed conflict year ukraine crisis	-0.9201	Negative
World War 3 is about to begin on the Russian Ukraine border. Russia keeps a massing troops. the Ukraine does nothing. And then Russia will roll Right across Eastern Europe and Europe itself Then the nuke start to fly. https://t.co/I7p6BZ6rbw	world war begin ukraine border russia keep massing troop ukraine nothing russia roll right across eastern europe europe nuke start fly	-0.5994	Negative
World War 3 is coming. Russia going to fuck the Ukraine. China going to fuck Taiwan.	world war coming russia going fuck ukraine china going fuck taiwan	-0.8979	Negative
World War 3 is imminent and all hell will break loose. If Russia attacks Ukraine
World War 3 starts on Wednesday?	world war start wednesday	-0.5994	Negative
World War III ain't happening. Not with this peace treaty circulating the internet. Here's a peace treaty that could allow Ukraine to have Crimea back!!! Don''t just read it
World War III ain't happening. Not with this peace treaty circulating the internet. Here's a peace treaty that urges Ukraine to ally itself with the US and NATO beginning in the year 2062. #RussiaUkraine #RussiaUkraineCrisis  #troops #Crimea https://t.co/b5gOAPxWHX	world war iii aint happening peace treaty circulating internet here peace treaty urge ukraine ally u nato beginning year russiaukraine russiaukrainecrisis troop crimea	0.6542	Positive
World War III begins as soon as NATO intervenes in Ukraine. Know that World War III has begun. https://t.co/xDI7ISiKN4	world war iii begin soon nato intervenes ukraine know world war iii begun	-0.8316	Negative
World War III is on the horizon not because of The Biden Administrations leadership it’s because of American tribalism. We’re so focused on fighting with each other we don’t even notice China and Russia attempting to dethrone the country. First Ukraine then Taiwan. America last.	world war iii horizon biden administration leadership american tribalism focused fighting dont even notice china russia attempting dethrone country first ukraine taiwan america last	-0.5102	Negative
World War III? Ukraine
World hear us! Ukraine has been attacked  by russian troops for 7 days. Russia fired more than 400 missiles at Ukrainian cities. Help democracy to defend against aggressive autocrat - provide maximum military assistance to Ukraine: #StandWithUkraine  #CloseTheSky #NoFlyZone	world hear u ukraine attacked troop day russia fired missile ukrainian city help democracy defend aggressive autocrat provide maximum military assistance ukraine standwithukraine closethesky noflyzone	-0.6705	Negative
World hits 10 billion COVID vaccine milestone; 1/6 commission subpoenas 14 on fake elector slates; Pentagon warns Putin has enough troops to invade all of Ukraine
World in nutshell.	world nutshell	0.0	Neutral
World leaders
World leaders
World on brink: Russia poised to CUT gas to EU as forces ready to invade Ukraine in days https://t.co/FreQC98Ypv	world brink russia poised cut gas eu force ready invade ukraine day	0.34	Neutral
World really finna be conflict (possibly war) on some dick measuring (like most conflicts) and unreasonable attachment to Ukraine... https://t.co/RwjfupVbIe	world really finna conflict possibly war dick measuring like conflict unreasonable attachment ukraine	-0.8384	Negative
World shares fall as Russian troops gain ground in Ukraine https://t.co/7gCkaNynJb	world share fall troop gain ground ukraine	0.6808	Positive
World shouldn’t be heading to #WW32022 ! #Russia should have been greeted at #Ukraines border by #NATO’s army. @NATO was at home sleeping at the switch together spinning words. No action b/c oil money is more than people &amp; #democracy. NATO has allowed #Ukraine to def for itself. https://t.co/4ul5NSxCd2	world shouldnt heading ww russia greeted ukraine border nato army home sleeping switch together spinning word action bc oil money people amp democracy nato allowed ukraine def	-0.0258	Neutral
World warns Vladmir Putin to step back from brink of ‘violent’ Ukraine invasion as US set to rush in 50
Worldline is proud to stand with #Ukraine &amp; offer #FreeCalling to Ukraine for all Worldline Digital Home Phone &amp; Long Distance Calling customers to stay in touch with family &amp; friends. Some limitations apply for total duration &amp; call frequency. https://t.co/HUAPxt2dOS	worldline proud stand ukraine amp offer freecalling ukraine worldline digital home phone amp long distance calling customer stay touch family amp friend limitation apply total duration amp call frequency	0.7351	Positive
Worried about the crisis in Ukraine
Worried about the crisis in Ukraine
Worried about the crisis in Ukraine
Worried about the crisis in Ukraine
Worrisome developments. Sadly we can trust neither 🇷🇺 nor 🇺🇸.	worrisome development sadly trust neither	-0.296	Neutral
Worrisome...Russia sends ships
Worse problems in Eastern Europe at the minute 127000 Russian troops on Ukraine border. https://t.co/J0Uvve3pBx	worse problem eastern europe minute troop ukraine border	-0.7003	Negative
Worst diplomatic effort by any US president to counter Russia
Worst of Roskomnadzor
Worth reading.	worth reading	0.2263	Neutral
Would #Putin actually start a war to distract us from #TrumpCrimeFamily revelations? Ukraine doesn't deserve that. National Archives Confirms Trump Had Classified Material at Mar-a-Lago https://t.co/NYTKf23WAZ	putin actually start war distract u trumpcrimefamily revelation ukraine doesnt deserve national archive confirms trump classified material maralago	-0.7269	Negative
Would America allow Russian Troops on our Canadian Border?	america allow troop canadian border	0.2263	Neutral
Would NATO get involved if it was the other way round
Would Russia invade Sweden’s Gotland (again)? https://t.co/7BuGSzgNBu	russia invade sweden gotland	0.0	Neutral
Would Russia need to occupy all of Ukraine until the collapse of NATO/West for this invasion plan to be successful?	russia occupy ukraine collapse natowest invasion plan successful	0.1531	Neutral
Would be nice if our government cared about our own border as much as they do Ukraine’s.	nice government cared border much ukraine	0.6808	Positive
Would it be a step too far to suggest the Russia/Ukraine news is another distraction from the COVID narrative collapsing with politicians knowing that war emboldens premierships rather than undermines them?	step far suggest russiaukraine news another distraction covid narrative collapsing politician knowing war emboldens premiership rather undermines	-0.8779	Negative
Would it be fair to say that we have a Conservative Government of Russian Assets?	fair say conservative government asset	0.4588	Neutral
Would it really have been so hard to include a line that says 'we call on Russia not to invade any more of Ukraine?'	really hard include line say call russia invade ukraine	-0.2183	Neutral
Would love to read an English transcript of this young Ukrainian TikTokker explaining how to start and drive a captured Russian military vehicle!	love read english transcript young ukrainian tiktokker explaining start drive captured military vehicle	0.6369	Positive
Would love to see a tweet count comparison between how many times Mr Hitchens has tweeted about neo-nazis in Ukraine(subtle implication being Russia just)&amp; how many he’s tweeted saying the war is wrong…maybe with the addition of how many times he denied Russias intent to invade. https://t.co/FyXiHUhWLY	love see tweet count comparison many time mr hitchens tweeted neonazis ukrainesubtle implication russia justamp many he tweeted saying war wrongmaybe addition many time denied russia intent invade	-0.3818	Neutral
Would not be surprised if the inflationary effects from a Russia-Ukraine war sped up a recession with higher inflation
Would the war of the wor(l)ds between ##Russia and the #USA  simmer down to this
Would very much appreciate it if those who stormed the US Capitol were to offer a MasterClass re: How to Storm the Kremlin. #ukraine #KremlinRussia #Kyiv #Moscow #StandWithUkraine #PutinWarCriminal	much appreciate stormed u capitol offer masterclass storm kremlin ukraine kremlinrussia kyiv moscow standwithukraine putinwarcriminal	0.4549	Neutral
Would you please pray for my nephew? He is merely eighteen years old and a United States Air-force soldier. He just received his orders to go to Germany to train with NATO soldiers
Wouldn't it be more just to center the destruction on the aggressor's soil than in Ukraine's? Too bad we won't hit the bivouacked troops before they can create havoc in a non-aggressive country. I hope Ukraine will do it. https://t.co/odHUxcktB3	wouldnt center destruction aggressor soil ukraine bad wont hit bivouacked troop create havoc nonaggressive country hope ukraine	-0.8402	Negative
Wouldn't it be nice to have Zelensky talk in the State of Union Address
Wouldn’t it be a good time to destroy the russian troops now that they’re all gathered up agaist the Ukranian border. Just bomb their tanks to shit. Out of nowhere. Back off!	wouldnt good time destroy troop theyre gathered agaist ukranian border bomb tank shit nowhere back	-0.9137	Negative
Wow out of gas!   No wonder Putin wanted this over sooner rather than later.   Threats if other european countries joining NATO are hollow.   75% of all active personnel involved in Ukraine.  What is Russia going to do try to invade the rest of Europe with the other 25%? https://t.co/EEwaY6GDtr	wow gas wonder putin wanted sooner rather later threat european country joining nato hollow active personnel involved ukraine russia going try invade rest europe	0.3612	Neutral
Wow! Das könnte der Fahrplan zu Frieden sein! Ein exzellenter Artikel! 👇🏻	wow da knnte der fahrplan zu frieden sein ein exzellenter artikel	0.5859	Positive
Wow! Look at this beautiful toilet in #Kiev. I think everyone in Russia and Ukraine can agree. It would be great to have a poo in here! [Cake Cafe: Velyka Vasylkivska St
Wow! Russian troops driving on Russian territory! How dare Putin! Lol https://t.co/J1RJ2d6wjd	wow troop driving territory dare putin lol	0.765	Positive
Wow
Wow
Wow
Wow
Wow.  #StandWithUkraine https://t.co/UDSxPIhvKG	wow standwithukraine	0.5859	Positive
Wow...Americans urged to leave Ukraine asap
Wrapped up Vilnius Security Forum today as Russia/Ukraine war scare in the air and the West appears weak
Wrocław dzisiaj #StandWithUkraine 🇺🇦 https://t.co/3WQo8SkfAQ	wrocaw dzisiaj standwithukraine	0.0	Neutral
Wrong
Ww3 ain't gonna happen
Ww3 recap:	ww recap	0.0	Neutral
Wzruszające wsparcie z Gruzji dla  Ukrainy :	wzruszajce wsparcie z gruzji dla ukrainy	0.0	Neutral
Wäre angebracht #Russland genauso zu sanktionieren wie Nordkorea oder den Iran. Wie wäre den sonst die Alternative Putin zu stoppen? Massiv #NATO Truppen an der Aussengrenze stationieren?Den oligarchen eventuell ein paar Rubel sperren ist da bisschen wenig. #Ukraine	wre angebracht russland genauso zu sanktionieren wie nordkorea oder den iran wie wre den sonst die alternative putin zu stoppen massiv nato truppen der aussengrenze stationierenden oligarchen eventuell ein paar rubel sperren ist da bisschen wenig ukraine	-0.5994	Negative
Wäre schön
Würden wir anstelle der Ukraine angegriffen
Właśnie rozpoczyna się wirtualna konferencja ministrów spraw zagranicznych NATO. Tematem napięcie między Rosją a Ukrainą.	wanie rozpoczyna si wirtualna konferencja ministrw spraw zagranicznych nato tematem napicie midzy rosj ukrain	0.0	Neutral
Właśnie się dowiedziałam
X generation	x generation	0.0	Neutral
Y sas culeros.	sa culeros	0.0	Neutral
Y si los buenos no son tan buenos(Ucrania) y los malos no son tan malos(Rusia)? Me falta información que la televisión y prensa solo se dedica a ocultar. Hay más motivos por lo que Rusia invade Ucrania que no han salido a la luz.	si los buenos son tan buenosucrania los malos son tan malosrusia falta informacin que la televisin prensa solo se dedica ocultar hay m motivos por lo que rusia invade ucrania que han salido la luz	-0.6808	Negative
Y'all need to take a step back and acknowledge life
Y'all pray against the war between Russia and Ukraine... The plan of Dark kingdom is to Trigger the World war 3...@Russia @UN_Ukraine	yall pray war russia ukraine plan dark kingdom trigger world war	-0.7579	Negative
Y'all realize that Russia would have done this even if Trump was president...the difference is with Biden
Y'all talk abt care n support
Y'all think if Russia doesn't invade Ukraine the US will just make up some pretext and start a war anyway? Or will they just shout about it for a while longer and then quick pivot to war with China?	yall think russia doesnt invade ukraine u make pretext start war anyway shout longer quick pivot war china	-0.8316	Negative
YES or NO?	yes	0.128	Neutral
YOU GAVE GREEN LIGHT TO PUTIN AND HIS RUSSIAN TROOPS TO INVADE UKRAINE!THE WORLD WILL PAY THE CONSEQUENCES FOR YOUR INACTION! @POTUS @SecBlinken @NATO https://t.co/g0rTWNbzHj	gave green light putin troop invade ukrainethe world pay consequence inaction	-0.34	Neutral
Ya can we not fuck with Russia or the Ukraine? How hard is it to mind our own business 🤦‍♂️ if some war bs does happen these warmongering reporters better watch out cuz I'm sure people will remember thier shit. https://t.co/C2xr0IpuVr	ya fuck russia ukraine hard mind business war b happen warmongering reporter better watch cuz im sure people remember thier shit	-0.6542	Negative
Ya don’t say🙄	ya dont say	0.0	Neutral
Ya the American Civil War was big this would be more like the Donbass in Ukraine right now lol? https://t.co/VpgbHemQUJ	ya american civil war big like donbas ukraine right lol	0.1761	Neutral
Yahoo Finance	yahoo finance	0.0	Neutral
Yahoo News: Germany blocks NATO ally Estonia from giving military support to Ukraine as it faces a possible Russian invasion: report.	yahoo news germany block nato ally estonia giving military support ukraine face possible invasion report	0.4939	Neutral
Yall pay attention 🧐 North Korea has launched multiple missiles and Russia has 100k troops about to invade Ukraine and we're more than likely to get involved in this with our military!!	yall pay attention north korea launched multiple missile russia k troop invade ukraine likely get involved military	0.0258	Neutral
Yata International stands with #ukraine #StandWithUkraine https://t.co/DmtfF7TmFT	yata international stand ukraine standwithukraine	0.0	Neutral
Yay! #StandWithUkraine	yay standwithukraine	0.5267	Positive
Yea
Yeah except that the evidence of coming war sits on the ground surrounding Ukraine; tanks
Yeah man I’m sure a small border skirmish with Ukraine is gonna destroy Russia’s GDP per capita harder than the collapse of the USSR	yeah man im sure small border skirmish ukraine gonna destroy russia gdp per caput harder collapse ussr	-0.4939	Neutral
Yeah no shit
Yeah the nutty western media is in overdrive. It seems that they are begging for VLAD to invade the Ukraine. What will be the headlines if Russia sends in a peacekeeping force to protect the civilians from the fascists. https://t.co/tXTVVryeSE	yeah nutty western medium overdrive seems begging vlad invade ukraine headline russia sends peacekeeping force protect civilian fascist	0.7184	Positive
Yeah
Yeah
Yeah
Yeah.. but
Yehudah&Shomron	yehudahshomron	0.0	Neutral
Yehudah&Shomron	yehudahshomron	0.0	Neutral
Yelena Osipova
Yemen	yemen	0.0	Neutral
Yep	yep	0.296	Neutral
Yep
Yep. .This Whitehouse Moron  Squatter is thinking about putting 5K troops in Ukraine to protect their borders ...Soooo why not put 5K troops on our Southern Boarder to protect the sovereignty of America from the illegal invasion❗😡🇺🇲 https://t.co/9lUL6S5afv	yep whitehouse moron squatter thinking putting k troop ukraine protect border soooo put k troop southern boarder protect sovereignty america illegal invasion	-0.1027	Neutral
Yep. And there are dissidents in S. Texas who would break away and support a full invasion. Mexico could then declare Texas sovereign territory and send in troops to help defend it.  Same scenario as Ukraine. https://t.co/uHELomJcr9	yep dissident texas break away support full invasion mexico declare texas sovereign territory send troop help defend scenario ukraine	0.765	Positive
Yep. We should rush right into a war with Putin in the bitter cold of Ukraine to safeguard some higher principles. India being pushed to take sides in a war where we practically have no skin in the game
Yep...allies @NATO are pathetic and dangerous to democracy. All they do is empower Putin with their inaction. Troops now to Ukraine is only answer. Simple. Real. Right.	yepallies pathetic dangerous democracy empower putin inaction troop ukraine answer simple real right	-0.8316	Negative
Yes	yes	0.4019	Neutral
Yes I agree with you. I’m hoping we are doing stuff on the sly and hoping sanctions grind Russia to a halt. Then we move quick and drive russian troops out quickly when they are worn down. That would be another chapter for Vlads career. https://t.co/MzRW6nsuC5	yes agree im hoping stuff sly hoping sanction grind russia halt move quick drive troop quickly worn another chapter vlads career	0.8225	Positive
Yes I know that Ukraine is not in Nato but for god sake yes people are dieing innocent people dead ..why can't the government forget the red tape get their heads out off their arses and go get putin for once do what everyone wants the physio gone end off!!!	yes know ukraine nato god sake yes people dieing innocent people dead cant government forget red tape get head arses go get putin everyone want physio gone end	0.6368	Positive
Yes WHY &amp; WTF? Dear @NATO you want all your soldiers to DIE? Did any citizen from the #USA know where is it #Ukraine in #EU? I don't think so. |	yes amp wtf dear want soldier die citizen usa know ukraine eu dont think	-0.4767	Neutral
Yes come on we know climate change is the reason Russia is going to invade Ukraine! Duh.... https://t.co/UCzgtwY7El	yes come know climate change reason russia going invade ukraine duh	0.4019	Neutral
Yes if every few months you say Russia will invade while actively trying to make it happen eventually you'll be right	yes every month say russia invade actively trying make happen eventually youll right	0.6124	Positive
Yes it is indeed wokeism that has inspired Russia to invade Ukraine. Where do the Tories find these people? https://t.co/TfUQRH9x0n	yes indeed wokeism inspired russia invade ukraine tory find people	0.7096	Positive
Yes it’s all coming abundantly clear
Yes or No?... Do you think The US will declare war as Russian troops move in?	yes think u declare war troop move	-0.5267	Negative
Yes they do like Cuba was a threat with missiles to the USA in ‘63 when Kennedy averted a crisis that would have caused a 3rd world war - the Russians backed down
Yes to Diplomacy and De-escalation in Ukraine.	yes diplomacy deescalation ukraine	0.4019	Neutral
Yes we
Yes
Yes
Yes
Yes
Yes
Yes
Yes
Yes
Yes
Yes. Although
Yes. Because Putin does whatever Catturd says on Twitter.	yes putin whatever catturd say twitter	0.4019	Neutral
Yes. Because Ukraine will be using them to defend the whole European/liberal Western security system. Sadly
Yes. In the current Ukraine context
Yessssss! #FCKPTN FTW!	yes fckptn ftw	0.4588	Neutral
Yesterday @KyivIndependent journalists spoke with students from #LSE and other universities about what is missing from the international media coverage of #Russia’s troop build-up at border with #Ukraine.	yesterday journalist spoke student lse university missing international medium coverage russia troop buildup border ukraine	-0.296	Neutral
Yesterday the Bengals fought hard
Yesterday
Yesterday:	yesterday	0.0	Neutral
Yet @GOP will be absent. Pretty clear where Republicans stand. #StandWithUkraine https://t.co/GYU45vrVJM	yet absent pretty clear republican stand standwithukraine	0.7003	Positive
